Line	Tibetan	Sanskrit
473	འཇིགས་ལ་མི་འཇིགས་མ་བྱིན་དང་། །ཉམ་ཐག་བདེ་མ་བྱིན་ན་བདག །མ་ཡི་མངལ་གྱི་ཟུག་རྔུ་དང་། །སྡུག་བསྔལ་འབའ་ཞིག་བསྐྱེད་པར་ཟད། །	भीतेभ्यो नाभयं दत्तमार्ता न सुखिनः कृताः। दुःखाय केवलं मातुर्गतोऽस्मि गर्भशल्यताम्॥३८॥
474	བདག་ནི་སྔོན་དང་ད་ལྟར་ཡང་། །ཆོས་ལ་མོས་དང་བྲལ་བ་ཡིས། །ཕོངས་པ་འདི་འདྲ་བྱུང་བར་གྱུར། །སུ་ཞིག་ཆོས་ལ་མོས་པ་གཏོང་། །	धर्मच्छन्दवियोगेन पौर्विकेण ममाधुना। विपत्तिरीदृशी जाता को धर्मे छन्दमुत्सृजेत्॥३९॥
475	དགེ་བའི་ཕྱོགས་ནི་ཐམས་ཅད་ཀྱི། །རྩ་བ་མོས་པར་ཐུབ་པས་གསུངས། །དེ་ཡི་རྩ་བ་རྟག་ཏུ་ནི། །རྣམ་སྨིན་འབྲས་བུ་བསྒོམས་པས་སོ། །	कुशलानां च सर्वेषां छन्दं मूलं मुनिर्जगौ। तस्यापि मूलं सततं विपाकफलभावना॥४०॥
476	སྡུག་བསྔལ་ཡིད་མི་བདེ་བ་དང་། །འཇིགས་པ་རྣམ་པ་སྣ་ཚོགས་དང་། །འདོད་པ་རྣམས་དང་བྲལ་བ་ནི། །སྡིག་པ་སྤྱོད་ལས་འབྱུང་བར་འགྱུར། །	दुःखानि दौर्मनस्यानि भयानि विविधानि च। अभिलाषविघाताश्च जायन्ते पापकारिणाम्॥४१॥
477	ཡིད་ལ་བསམས་པའི་དགེ་བྱས་པས། །གང་དང་གང་དུ་འགྲོ་འགྱུར་བ། །དེ་དང་དེར་ནི་བསོད་ནམས་དེས། །འབྲས་བུའི་ཡོན་གྱིས་མངོན་མཆོད་འགྱུར། །	मनोरथः शुभकृतां यत्र यत्रैव गच्छति। तत्र तत्रैव तत्पुण्यैः फलार्घेणाभिपूज्यते॥४२॥
478	སྡིག་པ་བྱེད་པ་བདེ་འདོད་ཀྱང་། །གང་དང་གང་དུ་འགྲོ་འགྱུར་བ། །དེ་དང་དེར་ནི་སྡིག་པ་དེས། །སྡུག་བསྔལ་མཚོན་གྱིས་རྣམ་པར་འཇོམས། །	पापकारिसुखेच्छा तु यत्र यत्रैव गच्छति। तत्र तत्रैव तत्पापैर्दुःखशस्त्रैर्विहन्यते॥४३॥
479	རྒྱ་ཆེ་དྲི་བཟང་བསེལ་བའི་པདྨའི་སྙིང་པོར་གནས། །རྒྱལ་བའི་གསུང་སྙན་ཟས་ཀྱིས་གཟི་བརྗིད་བསྐྱེད་བྱས་པ། །ཐུབ་འོད་ཀྱིས་རྒྱས་པདྨ་ལས་བྱུང་ལུས་མཆོག་ཅན། །རྒྱལ་བའི་མདུན་གནས་བདེ་གཤེགས་སྲས་སུ་དགེ་བས་འགྱུར། །	विपुलसुगन्धिशीतलसरोरुहगर्भगता मधुरजिनस्वराशनकृतोपचितद्युतयः। मुनिकरबोधिताम्बुजविनिर्गतसद्वपुषः सुगतसुता भवन्ति सुगतस्य पुरः कुशलैः॥४४॥
480	གཤིན་རྗེའི་སྐྱེས་བུས་པགས་པ་མ་ལུས་བཤུས་པས་ཤིན་ཏུ་ཉམ་ཐག་ཅིང་། །རབ་ཏུ་ཚ་བའི་མེ་ཡིས་བཞུས་པའི་ཟངས་ཞུན་ལུས་ལ་བླུགས་གྱུར་ལ། །འབར་བའི་རལ་གྲི་མདུང་ཐུང་གིས་བསྣུན་ཤ་ཡི་དུམ་བུ་བརྒྱར་ལྷགས་ཤིང་། །ཤིན་ཏུ་འབར་བའི་ལྕགས་ཀྱི་ས་གཞིར་ལྷུང་བ་མི་དགེ་མང་པོས་འགྱུར། །	यमपुरुषापनीतसकलच्छविरार्तरवो हुतवहतापविद्रुतकताम्रनिषिक्ततनुः। ज्वलदसिशक्तिघातशतशातितमांसदलःपतति सुतप्तलोहधरणीष्वशुभैर्बहुशः॥४५॥
481	དེ་བས་དགེ་ལ་མོས་བྱ་ཞིང་། །གུས་པ་ཉིད་དུ་བསྒོམ་པར་བྱ། །རྡོ་རྗེ་རྒྱལ་མཚན་ཆོ་ག་ཡིས། །བརྩམས་ནས་ང་རྒྱལ་བསྒོམ་པར་བྱ། །	तस्मात्कार्यः शुभच्छन्दो भावयित्वैवमादरात्। वज्रध्वजस्थविधिना मानं त्वारभ्य भावयेत्॥४६॥
482	དང་པོར་འབྱོར་པ་བརྟགས་ནས་ནི། །བརྩམ་མམ་ཡང་ན་མི་བརྩམ་བྱ། །མ་བརྩམས་པ་ནི་མཆོག་ཡིན་གྱི། །བརྩམས་ནས་ལྡོག་པར་མི་བྱའོ། །	पूर्वं निरूप्य सामग्रीमारभेन्नारभेत वा। अनारम्भो वरं नाम न त्वारभ्य निवर्तनम्॥४७॥
483	སྐྱེ་བ་གཞན་དུ་དེ་གོམས་ཤིང་། །སྡིག་དང་སྡུག་བསྔལ་འཕེལ་བར་འགྱུར། །གཞན་དང་འབྲས་བུའི་དུས་ཀྱང་ནི། །དམན་འགྱུར་དེ་ཡང་འགྲུབ་མི་འགྱུར། །	जन्मान्तरेऽपि सोऽभ्यासः पापाद्दुःखं च वर्धते। अन्यच्च कार्यकालं च हीनं तच्च न साधितम्॥४८॥
484	ལས་དང་ཉོན་མོངས་ནུས་པ་སྟེ། །གསུམ་པོ་དག་ལ་ང་རྒྱལ་བྱ། །བདག་ཉིད་གཅིག་པུས་བྱའོ་ཞེས། །འདི་ནི་ལས་ཀྱི་ང་རྒྱལ་ཉིད། །	त्रिषु मानो विधातव्यः कर्मोपक्लेशशक्तिषु। मयैवैकेन कर्तव्यमित्येषा कर्ममानिता॥४९॥
485	ཉོན་མོངས་དབང་མེད་འཇིག་རྟེན་འདིས། །རང་དོན་སྒྲུབ་པར་མི་ནུས་པས། །འགྲོ་བས་བདག་ལྟར་མི་ནུས་ཏེ། །དེ་བས་བདག་གིས་འདི་བྱའོ། །	क्लेशस्वतन्त्रो लोकोऽयं न क्षमः स्वार्थसाधने। तस्मान्मयैषां कर्तव्यं नाशक्तोऽहं यथा जनः॥५०॥
