Root,Commentary
ཐོག་མེད་བདེ་སྡུག་ལས་ལས་ཡིན། །དེ་ཡིས་གང་ཞིག་བསྐྱེད་པ་སྨྲོས། །རྒྱུ་ལ་ཐོག་མ་ཡོད་མིན་ན། །འབྲས་བུའི་ཐོག་མ་ག་ལ་ཡོད། །, གཞན་ཡང་ཐོག་མ་མེད་པ་ནས་ཀྱི་རྒྱུ་དབང་ཕྱུག་ཡིན་ན་ནི། དེའི་ཐོག་མ་འདི་ཡིན་ཞེས་བྱ་བ་མེད་པས་དེའི་ཚེ་བསྐྱེད་པ་ལ་སོགས་པ་རྟག་པ་ཉིད་དུ་འགྱུར་ན། སྲིད་པ་ཆགས་ནས་ཚུར་ཁོ་ན་སྐྱེད་ཀྱི་འཇིག་པའི་ཚེ་མ་ཡིན་པ་ཇི་ལྟར་ཡིན། དེས་ན་ནུས་པ་རྟག་པ་དེ་ལ་སྐྱེད་པ་ལ་སོགས་པའི་ཐོག་མ་ཡོད་པ་མ་ཡིན་ན་འབྲས་བུ་ལ་ཐོག་མ་གང་ལས་འབྱུང་བར་འགྱུར། ཁོ་བོ་ཅག་གི་ལྟར་ན་ནི་འཇིག་པའི་ཚེ་ནུབ་པར་འགྱུར་བའི་སྐྱེས་བུ་རྣམས་ཀྱི་དྲན་པའི་རིགས་ཤེས་པ་འོད་གསལ་བ་ལ་སོགས་པར་སྐྱེས་ནས། དེས་ན་ཡང་འདི་ཉིད་དུ་སྐྱེ་བ་ཡིན་ནོ། །
རྟག་ཏུ་ཅི་ཕྱིར་བྱེད་མིན་ཏེ། །དེ་ནི་གཞན་ལ་ལྟོས་པ་མིན། །དེས་བྱས་མིན་གཞན་ཡོད་མིན་ན། །དེས་འདི་གང་ལ་ལྟོས་པར་འགྱུར། །, གལ་ཏེ་ནུས་པ་ཡོད་དུ་ཟིན་ཀྱང་ལྷན་ཅིག་བྱེད་པ་མེད་པའི་ཕྱིར་རྟག་ཏུ་སྐྱེད་པ་མ་ཡིན་ནོ་སྙམ་པ་ལ། དེ་ནི་ཞེས་སྨོས་ཏེ། དེ་སྟེ་དབང་ཕྱུག་གིས་མ་བྱས་པ་མེད་པ་ཉིད་ཡིན་པས་རྟག་ཏུ་སྐྱེད་ཅིང་འབྱིན་པར་ཐལ་བར་འགྱུར་རོ། །
གལ་ཏེ་ལྟོས་ན་ཚོགས་པ་ཉིད། །རྒྱུ་ཡིན་འགྱུར་གྱི་དབང་ཕྱུག་མིན། །ཚོགས་ན་མི་སྐྱེ་དབང་མེད་ཅིང་། །དེ་མེད་པར་ནི་སྐྱེ་དབང་མེད། །, གལ་ཏེ་ཚོགས་པ་ལ་ལྟོས་པ་ཡིན་ན་ནི། དེའི་ཚེ་ཚོགས་པའི་རྗེས་སུ་འགྲོ་བ་དང་ལྡོག་པས་བསྒྲུབས་པ་ཡིན་པའི་ཕྱིར་དབང་ཕྱུག་རྒྱུར་མི་འགྱུར་རོ། །དེ་ཉིད་བསྟན་པར་བྱ་བའི་ཕྱིར།
གལ་ཏེ་དབང་ཕྱུག་མི་འདོད་བཞིན། །བྱེད་ན་གཞན་གྱི་དབང་དུ་ཐལ། །འདོད་ནའང་འདོད་ལ་རག་ལས་འགྱུར། །བྱེད་ནའང་དབང་ཕྱུག་ག་ལ་ཡིན། །, དེ་མེད་ཅེས་སྨོས་ཏེ། ཚོགས་པ་དེ་མེད་ན་བྱེད་པར་ནུས་པ་མ་ཡིན་པས་དབང་ཕྱུག་བྱེད་པ་པོ་མ་ཡིན་ནོ། །གཞན་ཡང་ཚོགས་པའི་ནུས་པས་གཅུན་ནས་དབང་ཕྱུག་མི་འདོད་ཀྱང་། གལ་ཏེ་བྱེད་པའི་ལྟ་ན་ནི་དེའི་ཚེ་གཞན་གྱི་དབང་དུ་ཐལ་བར་འགྱུར་རོ། །ཅི་སྟེ་འདོད་བཞིན་དུ་བྱེད་པའི་ལྟ་ན་ནི་དེའི་ཚེ་ཡང་འདོད་པ་ལ་རག་ལས་པ་ཡིན་པའི་ཕྱིར་རང་དབང་ཅན་དུ་མི་འགྱུར་ན་དེ་འབྲས་བུ་བྱེད་པའི་མངའ་དབང་ཅན་ཉིད་དུ་གང་གིས་འགྱུར།
གང་དག་རྡུལ་ཕྲན་རྟག་སྨྲ་བ། །དེ་དག་ཀྱང་ནི་སྔར་བཟློག་ཟིན། །གཙོ་བོ་རྟག་པ་འགྲོ་བ་ཡི། །རྒྱུ་ཡིན་པར་ནི་གྲངས་ཅན་འདོད། །, གལ་ཏེ་འདི་ལྟར་རྡུལ་ཕྲ་རབ་རྣམས་ལས་བྱུང་བའི་འབྲས་བུ་འགྲོ་བ་རྣམས་ཡིན་ནོ་སྙམ་པ་ལ། གང་དག་ཅེས་སྨོས་ཏེ། ཆ་ཤས་ཀྱང་ནི་རྡུལ་ཕྱེ་ནས། །ཞེས་བྱ་བ་ལ་སོགས་པས་སྔར་རྡུལ་ཕྲ་རབ་རྣམས་བཟློག་ཟིན་ཏོ། །གཙོ་བོ་རྒྱུར་གྱུར་ནས་འགྲོ་བ་རྣམས་བྱུང་བ་ཡིན་ནོ་ཞེས་བསྟན་པའི་ཕྱིར།
སྙིང་སྟོབས་རྡུལ་དང་མུན་པ་ཞེས། །བྱ་བའི་ཡོན་ཏན་མཉམ་གནས་ནི། །གཙོ་བོ་ཞེས་བྱར་རབ་བརྗོད་དེ། །མི་མཉམ་འགྲོ་བ་ཡིན་པར་བརྗོད། །, གཙོ་ཞེས་བྱ་བ་ལ་སོགས་པ་སྨོས་ཏེ། མཉམ་པ་ཞེས་བྱ་བ་ནི་ནུས་པའི་རང་བཞིན་གྱིས་སོ། །མི་མཉམ་འགྲོ་བ་ཞེས་ནི་བརྗོད་ཅེས་བྱ་བ་ནི་གང་གི་ཚེ་ཆེན་པོ་ལ་སོགས་པ་ཡོན་ཏན་རྣམས་ཀྱིས་སྐྱེ་བ་མི་མཉམ་པ་ཉིད་དུ་གྱུར་པ་དེའི་ཚེ་འགྲོ་བ་རྣམས་ཀྱི་སྐྱེ་བ་དང་འཇིག་པ་དང་གནས་པ་རྣམས་འབྱུང་བ་ཡིན་ནོ། །དེ་དག་ཀྱང་འདི་ལྟར་རང་བཞིན་ལས་ཆེན་པོ། དེ་ལས་ང་རྒྱལ། དེ་ལས་ཡོན་ཏན་བཅུ་དྲུག་གོ། །བཅུ་དྲུག་པོའི་ལྔ་ལས་འབྱུང་བ་ལྔའོ། །འདིའི་དོན་ནི་འདི་ཡིན་ཏེ་དེ་ལས་ངར་འཛིན་པའོ། །ངར་འཛིན་པ་ལས་ནི་ལས་ཀྱི་དབང་པོ་ལྔ་སྟེ། ངག་དང་། ལག་པ་དང་། རྐང་པ་དང་། རྐུ་བ་དང་། མཚན་མ་རྣམས་སོ། །བློའི་དབང་པོ་ལྔ་སྟེ། རྣ་བ་དང་། པགས་པ་དང་། མིག་དང་། ལྕེ་དང་། སྣ་རྣམས་དང་། ཐུན་མོང་མ་ཡིན་པ་ཡིད་ཀྱི་དབང་པོ་དང་། སྒྲ་དང་། གཟུགས་དང་། རོ་དང་། དྲི་དང་། རེག་རྣམས་ཏེ་བཅུ་དྲུག་གོ། །སྒྲ་ལ་སོགས་པ་ལྔ་ལས་ནི། ས་དང་། ཆུ་དང་། མེ་དང་། རླུང་དང་། ནམ་མཁའ་སྟེ་འབྱུང་བ་ལྔ་རྣམས་དང་། དེ་དག་རྣམས་དང་བདག་སྟེ་དེ་ཁོ་ན་ཉིད་ཉི་ཤུ་རྩ་ལྔ་རྣམས་སོ། །འདི་དག་གི་རྣམ་པར་དབྱེ་བ་བརྗོད་པའི་རྩ་བ་རང་བཞིན་ནི་འགྱུར་བ་མེད་པའོ། །ཆེན་པོ་ལ་སོགས་པ་རྣམ་པ་བདུན་ནི་རང་བཞིན་དང་འགྱུར་བའོ། །བཅུ་དྲུག་པོ་འདི་རྣམ་པར་འགྱུར་བའོ། །སྐྱེས་བུ་ནི་རང་བཞིན་ཡང་མ་ཡིན་འགྱུར་བ་ཡང་མ་ཡིན་ནོ་ཞེས་འདོད་དོ། །དེ་ལ་ལན་བརྗོད་པ།
གཅིག་ལ་རང་བཞིན་གསུམ་ཉིད་ནི། །རིགས་མིན་དེས་ན་དེ་ཡོད་མིན། །དེ་བཞིན་ཡོན་ཏན་ཡོད་མིན་ཏེ། །དེ་ཡང་སོ་སོར་རྣམ་གསུམ་ཕྱིར། །, གཅིག་ལ་ཞེས་སྨོས་ཏེ། གཙོ་བོ་གཅིག་ལ་རང་བཞིན་གསུམ་ཉིད་མི་རིགས་ཏེ་འགལ་བའི་ཕྱིར་རོ། །དེ་བཞིན་དུ་ཡོན་ཏན་ཡང་ཡོད་པ་མ་ཡིན་ཏེ། ཐམས་ཅད་ཡོན་ཏན་གསུམ་པོ་ཞེས་བརྗོད་པར་ཡོན་ཏན་ཡང་ཡོན་ཏན་གསུམ་གྱི་རང་བཞིན་ཉིད་ཡིན་པས་ན། གཅིག་པུ་ལ་ནི་ཡོན་ཏན་གསུམ་ཞེས་མི་རིགས་པ་ཉིད་དོ། །
ཡོན་ཏན་མེད་ན་སྒྲ་སོགས་ཀྱང་། །ཡོད་ཉིད་ཤིན་ཏུ་རྒྱང་རིང་འགྱུར། །སེམས་མེད་གོས་ལ་སོགས་པ་ལ། །བདེ་སོགས་ཡོད་པ་སྲིད་པའང་མིན། །, ཉེས་པ་དེ་ཉིད་ཀྱིས་ན་ཡོན་ཏན་ཡོད་པར་མ་གྱུར་པ་དེའི་ཚེ་དེས་རྒྱུ་བྱས་པའི་སྒྲ་ལ་སོགས་པ་ནི་རིང་དུ་སྤངས་པ་ཉིད་དོ། །གཞན་ཡང་གལ་ཏེ་ཡོན་ཏན་གསུམ་གྱི་བདག་ཉིད་ཀྱི་གོས་ལ་སོགས་པའི་བདེ་བ་ལ་སོགས་པའི་རང་བཞིན་ཡིན་ནོ་ཞེས་གྲངས་ཅན་རྣམས་འདོད་ན། དེ་ཡང་རིགས་པ་མ་ཡིན་ཏེ། འདི་ལྟར་སེམས་མེད་པའི་གོས་ལ་སོགས་པ་སེམས་མེད་པ་ཉིད་དང་བདེ་བ་ལ་སོགས་པ་ནི་སེམས་ཉིད་དུ་གྲུབ་པའི་ཕྱིར་རོ། །གལ་ཏེ་བདེ་བ་ལ་སོགས་པ་ཡོངས་སུ་གྱུར་པའི་དངོས་པོའི་རྒྱུར་གྱུར་པའི་རང་བཞིན་ཉིད་ཡིན་པས་ན། གོས་ལ་སོགས་པ་ལ་བདེ་བ་ལ་སོགས་པ་ཉིད་རིགས་པ་ཡིན་ནོ་ཞེ་ན། ལན་བརྗོད་པ་རྣམ་པར་དཔྱད་ན་སེམས་མེད་ཅེས་སྨོས་ཏེ། གོས་ལ་སོགས་པའི་ཡན་ལག་ཅན་ཡང་ཡོད་པ་མ་ཡིན། རྡུལ་ཕྲ་རབ་རྣམས་ཀྱང་ཡོད་པ་མ་ཡིན། ཡོན་ཏན་གསུམ་གྱི་བདག་ཉིད་ཀྱང་ཡོད་པ་མ་ཡིན་ནོ་ཞེས་བྱ་བའོ། །
དངོས་རྣམས་དེ་རྒྱུའི་རང་བཞིན་ན། །དངོས་པོ་རྣམ་དཔྱད་མ་ཟིན་ནམ། །ཁྱོད་ཀྱི་རྒྱུ་ཡང་བདེ་སོགས་ཉིད། །དེ་ལས་སྣམ་སོགས་འབྱུང་བའང་མེད། །, གཞན་ཡང་བདེ་བ་དང་སྡུག་བསྔལ་དང་གཏི་མུག་གི་བདག་ཉིད་ཀྱི་ཡོན་ཏན་རྣམས་དངོས་པོ་རྣམས་ཀྱི་རྒྱུ་ཡིན་པས་ན། ཁྱོད་ཀྱི་བདེ་ལ་སོགས་པ་ཉིད་གོས་ལ་སོགས་པའི་རྒྱུར་འགྱུར་ན། བདེ་བ་ལ་སོགས་པ་ལས་ནི་གོས་ལ་སོགས་པ་མ་ཡིན་གྱི།
སྣམ་སོགས་ལས་ནི་བདེ་སོགས་ཡིན། །དེ་མེད་ཕྱིར་ན་བདེ་སོགས་མེད། །བདེ་སོགས་རྟག་པ་ཉིད་དུ་ཡང་། །ནམ་ཡང་དམིགས་པ་ཡོད་མ་ཡིན། །, འོན་ཀྱང་སྣལ་མ་ལ་སོགས་པ་ཉིད་ལས་ཏེ། གོས་ལ་སོགས་པ་ལས་ནི་བདེ་བ་ལ་སོགས་པ་སྐྱེ་བར་མཐོང་བ་ཡིན་པ་དེ་བས་ན། དེ་མེད་པས་ན་སྟེ། རྣམ་པར་དཔྱད་ན་གོས་ལ་སོགས་པ་ཡོད་པ་མ་ཡིན་པས་ན། བདེ་བ་ལ་སོགས་པ་ཡང་ཡོད་པ་མ་ཡིན་ནོ། །ཡོན་ཏན་གྱི་བདག་ཉིད་ཀྱི་བདེ་བ་ལ་སོགས་པ་ནི་རྟག་པ་ཉིད་དུ་འདོད་དོ་སྙམ་པ་ལ། དེ་ཡང་མ་ཡིན་ནོ་ཞེས་བསྟན་པའི་ཕྱིར།
